Review_ID,Rating,Reviewer_Location,Review_Text,Branch,year,month,Reviewer_Global_Region,overall_sentiment,sentiment_confidence,attractions_sentiment,food_sentiment,hotels_sentiment,staff_sentiment,price_sentiment,crowd_sentiment,cleanliness_sentiment,accessibility_sentiment,visitor_type,visitor_origin,has_children,visit_frequency,special_occasion,trip_duration,season,day_type,mentions_tickets,mentions_fast_passes,mentions_souvenirs,mentions_food_purchases,mentions_hotel_booking,mentions_parking,time_spent,popular_attractions,repeat_visits,recommendation_intent,main_complaint,journey_stage,pain_severity,review_length,language_quality,analysis_successful
320379009,5,France,It was a good place to hangout with our family and kids . we enjoyed a lot being here . A good expirence . Kids will enjoy a lot,Disneyland_HongKong,2014,unknown,Europe,positive,0.9,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,families,unknown,True,unknown,none,unknown,unknown,unknown,False,False,False,False,False,False,unknown,,False,yes,not_mentioned,unknown,unknown,short,good,True
314646986,1,France,We have visited HKG Disney in couple. The biggest mystery was : how is it possible that even bamboos are artificial? In HKG! In SE Asia! I mean there are so much bamboo growing in this part of Asia that using artificial one is nonsence! Disapointing,Disneyland_HongKong,2015,unknown,Europe,negative,0.85,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,couples,unknown,False,unknown,none,unknown,unknown,unknown,False,False,False,False,False,False,unknown,,False,no,use of artificial bamboo instead of real bamboo,unknown,major,short,fair,True
314317739,5,France,Really enjoy Disneyland with family we have a fantastic day our baby girl enjoy so much do not miss the firework amazing,Disneyland_HongKong,2015,unknown,Europe,positive,0.95,positive,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,families,unknown,True,unknown,none,unknown,unknown,unknown,False,False,False,False,False,False,unknown,fireworks,False,yes,none,unknown,unknown,short,good,True
306781036,4,France,"They don't have fast or loopy rollercoasters like in Disneyland Paris but still have that great magical atmosphere. Good for kids but not grown ups. The end finale was not as good as DLP Disney dreams but it was still good.The negatives part were mainland chinese people who kept doing their toilet business in every bush you see despite being numerous toilets. What did the toilets do to offend them? Also, having claustrophobia it doesn't help that they do not care for manners or queues, they did not hesitate to push me out of the way IN THE QUEUE. Also, a lady devide to pour water on the floor and my shoes despite being inside a shop. Of course this does not mean all mainlamd Chinese are like these, just from the ones I have encountered. Since you will find big tourist groups coming here.",Disneyland_HongKong,2015,unknown,Europe,negative,0.85,neutral,not_mentioned,not_mentioned,negative,not_mentioned,negative,negative,not_mentioned,families,unknown,True,unknown,none,unknown,unknown,unknown,True,False,False,False,False,False,unknown,rollercoasters;Disney dreams,False,no,Poor behavior of other visitors and cleanliness issues,during_visit,major,long,fair,True
269623822,3,France,"I went there to to look at it, without intention of taking any of the rides. It is a typical Disney park, with a lot of attractions, but crowds are very big and lines for most attraction very long.",Disneyland_HongKong,2014,unknown,Europe,neutral,0.7,positive,not_mentioned,not_mentioned,not_mentioned,not_mentioned,negative,not_mentioned,not_mentioned,unknown,unknown,False,unknown,none,unknown,unknown,unknown,False,False,False,False,False,False,unknown,,False,unknown,long lines for attractions,during_visit,moderate,short,good,True
192426383,5,France,"We had visited Disneyland hongkong in October 2012. The location is little far from the main city but good transport facilities are available from the city like metro, bus and taxis. There are awesome rides for all ages i.e. be it kids or adults. The map and directions within the Disneyland are properly displayed and are helpful to go from one place to other.The best time to visit is during the off seasons as there are no queues, otherwise there are lot of people and it could take one two hours to ride just one ride.Overall a great experience.",Disneyland_HongKong,2013,october,Europe,positive,0.9,positive,not_mentioned,not_mentioned,not_mentioned,not_mentioned,negative,not_mentioned,not_mentioned,families,unknown,True,unknown,none,unknown,unknown,unknown,False,False,False,False,False,False,unknown,rides,False,yes,long waiting times during peak season,during_visit,moderate,medium,good,True
171820503,1,France,"I paid two entrance with the credit card, and three days later they charge me 1000Hk dollars more and say that is for a shop or restaurant. I didn't buy anything. The don't have an specific phone number for complaining. And they told me that...More",Disneyland_HongKong,2013,unknown,Europe,negative,0.85,not_mentioned,not_mentioned,not_mentioned,negative,negative,not_mentioned,not_mentioned,not_mentioned,unknown,unknown,,unknown,none,unknown,unknown,unknown,True,False,False,False,False,False,unknown,,False,no,Unauthorized charge on credit card,unknown,major,short,fair,True
137585114,4,France,"To make a gift to a Thai friend, I went for the first time at Disneyland Hong Kong.The only problem for me is that I have already been a few times at Walt Disney World (Orlando, Florida, USA) and many times at Disneyland Paris.So, I was thinking that it was the same ! Of course, it's evident that we are in a Disney park. But I have been surprised to discover that this park is smaller than in Paris, and so a little bit disappointed.But the magic of M. Disney is still here and it's a great experience, despite the long queues (average 1h for each experience)",Disneyland_HongKong,2012,unknown,Europe,neutral,0.7,neutral,not_mentioned,not_mentioned,not_mentioned,not_mentioned,negative,not_mentioned,not_mentioned,unknown,international,False,first_time,none,unknown,unknown,unknown,True,False,False,False,False,False,unknown,,False,unknown,long queues,during_visit,moderate,medium,good,True
131588376,4,France,"This Disney park is the smallest of the 3 Disney parks I have visited but it is also the least crowded (on weekdays) so you get to experience everything in a short amount of time. You only need a day to see everything, if the park is not too crowded. I took my mom there when she came to visit us and she enjoyed the rides just as much as the kids did. The Space Mountain ride here is less, I would say, traumatic, haha, of the rides. The Orlando one is kind of scary and the Paris one kind of sprained my neck. So, I enjoyed this one the best. The only downside of the park is that on crowded days there are a lot of mainlanders visiting and will try to cut in line and push their way in which is really annoying. Just come prepared and chill. The rides are few but fun and the new Toy Story part is great. One tip: on crowded days use the single lines and you will get on the ride faster. Since my kids are now older and yes, they do still enjoy Disney, we were able to do that. The best and favorite experience is the Phillarmagic show, do not miss this one and we like the Golden Mickeys because we get a kick of hearing Mickey speak Cantonese (with translation, of course). All in all, it  s good fun.",Disneyland_HongKong,2012,unknown,Europe,positive,0.85,positive,not_mentioned,not_mentioned,not_mentioned,not_mentioned,negative,not_mentioned,not_mentioned,families,local,True,returning,none,day_trip,unknown,weekday,False,False,False,False,False,False,full_day,Space Mountain;Toy Story part;Phillarmagic;Golden Mickeys,True,yes,crowded days with mainlanders cutting in line,during_visit,moderate,medium,good,True
131437760,5,France,"Its Disney, but not as you know it !! it is not as big as the ones in the USA, but still a great place for the kids, probably better photo oportunity with the characters than in the USA",Disneyland_HongKong,2012,unknown,Europe,positive,0.85,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,families,unknown,True,unknown,none,unknown,unknown,unknown,False,False,False,False,False,False,unknown,photo opportunities with characters,False,yes,not as big as the ones in the USA,unknown,unknown,short,good,True
125227656,4,France,HK Disneyland was much better then expected   its true that it is best suited to younger children but my children (age 12 and 8) enjoyed it. Its like all the other Disney parks   immaculate and very well run. One day there is enough time. We arrived at 10am and left after the fireworks at 8pm. There were no problems with queues   I think the longest we waited for a ride was 20 minutes (we went on a monday). It seemed the rides more suited to young children had the longest queues whereas Space Mountain we only waited 5 minutes each time! One of the highlights of our day were the shows   Lion King and The Golden Mickeys   really professional shows and the Lion King was like a shorter version of the West End production. Food was not up to much   but then it never is at Disney. Would advise doing the boat trip in adventure land after dark   we thought it would be quite lame but it turned out to be a bit scary (but fun!).,Disneyland_HongKong,2012,unknown,Europe,positive,0.85,positive,negative,not_mentioned,not_mentioned,not_mentioned,positive,positive,not_mentioned,families,unknown,True,first_time,none,day_trip,unknown,weekday,True,False,False,True,False,False,full_day,Lion King;The Golden Mickeys;Space Mountain,False,yes,Food was not up to much,during_visit,minor,medium,good,True
641906301,1,France,"Visited for Xmas with my 3 kids, aged 1 ,2 & 4 yrs old. Waited 1h30min to do the carousel. After that waited 1hr and the Q was still at 50% and my daughter said she was tired waiting foe the flying elephants, so we left the Q. We waited 1hr to order a coffee!!!!!! Every ride had notes on saying 75min , etc waiting time!!! The worst spent    2000 for a Xmas in Disneyland and paying    300 for nothing. Very poorly managed to reduce waiting times. Disneyland you won   t see us ever again!",Disneyland_California,2018,december,Europe,negative,0.95,negative,negative,not_mentioned,not_mentioned,negative,negative,not_mentioned,not_mentioned,families,unknown,True,first_time,holiday,unknown,winter,holiday,True,False,False,True,False,False,unknown,carousel;flying elephants,False,no,long waiting times for rides and food,during_visit,trip_ruining,long,fair,True
604075777,5,France,Great time always.  Only problem is with new photos on tickets make entrance line very long on Monday morning,Disneyland_California,2018,unknown,Europe,positive,0.85,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,negative,not_mentioned,not_mentioned,unknown,unknown,,unknown,none,unknown,unknown,weekday,True,False,False,False,False,False,unknown,,True,yes,long entrance line due to new photo requirements on tickets,entry,moderate,short,good,True
533245244,4,France,I have been to Disneyland paris 15 times but it was nothing compared to this ! A must see when you come to visit California !   One bad point : Ticket are way more expensive compared to Paris,Disneyland_California,2017,unknown,Europe,positive,0.85,positive,not_mentioned,not_mentioned,not_mentioned,negative,not_mentioned,not_mentioned,not_mentioned,unknown,unknown,,frequent,none,unknown,unknown,unknown,True,False,False,False,False,False,unknown,,True,yes,Ticket prices are too high compared to Paris,unknown,moderate,short,good,True
521705651,4,France,"We spent two days in Anaheim to do Disneyland. Even if we spent only one day we were able to do a lot of attractions. Of course the ones that are the most popular have the most long wait however we downloaded the app that gives us wait time for each attraction which was great as we prioritize our visit and we're able to do as much as possible. If you want to do everything we definitely need to spend at least three days especially with two parks across from each other. I have to say that the park is super organized from parking to the tram to get to the park however if you want to be there at the opening, be there one hour before the park opens as it takes time to go from parking to take the tram and then enter the park but the best way is to have your tickets ahead of time so you can take the other team to get you directly into the park next to the memo attraction and save you some time. We will definitely come back, it was a great experience and my daughter who is 6 had a blast and it was her first time there",Disneyland_California,2017,unknown,Europe,positive,0.95,positive,not_mentioned,not_mentioned,not_mentioned,not_mentioned,negative,positive,not_mentioned,families,unknown,True,first_time,none,two_days,unknown,unknown,True,False,False,False,False,True,two_days,memo attraction,True,yes,long wait times for popular attractions,during_visit,moderate,medium,good,True
504012024,4,France,We live in Hong Kong and visit the Disney Park there. As lovely as it was to be in the original Disney Park the many repeat rides on offer made us realise we should have chosen the Disney Adventure Park for the variety of differences. We were happy to see a lot of the rides really quickly using their new app Fastpass however. This new technology is great compared to the ticket system this online scanning process was so much quicker and made the busy Park enjoyable. The peak times for rides started to show around 1 4pm and then after the parade at 4:30pm it started to ease up and the no fastpass rides life's went down from 60mins lines to 30min as people left for home. ,Disneyland_California,2017,unknown,Europe,neutral,0.7,neutral,not_mentioned,not_mentioned,not_mentioned,not_mentioned,positive,not_mentioned,not_mentioned,families,international,,returning,none,unknown,unknown,unknown,True,True,False,False,False,False,unknown,Disney Adventure Park,True,conditional,limited variety of rides compared to other parks,during_visit,minor,medium,good,True
498394932,4,France,We Love our Disneyland in Paris but you cannot go wrong with the nostalgia of the original. Crowds were not fun but expected. Weather is beautiful!,Disneyland_California,2017,unknown,Europe,positive,0.85,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,negative,not_mentioned,not_mentioned,unknown,unknown,,unknown,none,unknown,unknown,unknown,False,False,False,False,False,False,unknown,,True,yes,crowds,during_visit,moderate,short,good,True
447362438,5,France,First disney park visit and it was amazing to admire this disney themed park which offers wide variety of rides and shows. I was lucky to view some of the live shows of starwars as it was parks 60th anniversary. Wide variety of food is also available ,Disneyland_California,2016,unknown,Europe,positive,0.95,positive,positive,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,unknown,unknown,,first_time,60th anniversary,unknown,unknown,unknown,True,False,False,True,False,False,unknown,starwars live shows,False,yes,not mentioned,unknown,unknown,medium,good,True
439819501,5,France,"Having only real been to Disneyland Paris I wasn't really sure what to expect from the original Disneyland. Part of me was expecting it to be quite old and dated... but that was very far from the truth.There are magic touches everywhere throughout the park, the attractions are all modern and interesting, staff are incredibly friendly, helpful and polite (I got a 1st visit badge and had so many welcomes it was lovely!)Fast Pass system is great for getting onto the main attactions, and there's a lot more shows and entertainment than Paris offers.Some of the queue lines are pretty exposed to the elements, so on a hot day the chances of getting sunburnt are pretty high.The cost of entry to the park is quite high, but for the young, or young at heart, visting the original Disneyland is an unforgettable magical experience!",Disneyland_California,2016,unknown,Europe,positive,0.95,positive,not_mentioned,not_mentioned,positive,negative,negative,not_mentioned,not_mentioned,unknown,unknown,False,first_time,none,unknown,unknown,unknown,True,True,False,False,False,False,unknown,main attractions,False,yes,exposed queue lines leading to sunburn risk,during_visit,moderate,medium,good,True
388292082,5,France,"A fun experience! It is a great destination in California for kids; however, one visit is enough for a few days.",Disneyland_California,2016,unknown,Europe,positive,0.85,positive,not_mentioned,not_mentioned,not_mentioned,neutral,not_mentioned,not_mentioned,not_mentioned,families,local,True,first_time,none,few_days,unknown,unknown,True,False,False,False,False,False,few_days,,False,yes,one visit is enough,unknown,minor,short,good,True
350147492,4,France,Fabulous night parade and fireworks. Make sure you get as close to the castle as you can. We were there at the start and did mange a few things without queues. The afternoon was best as we went to downtown Disney. Did our shopping and then went back for the afternoon parade. Got on a couple of rides. Riding single really cuts the line down. The night ended spectacularly with the light parade and then fireworks. Really awesome. ,Disneyland_California,2016,unknown,Europe,positive,0.95,positive,not_mentioned,not_mentioned,not_mentioned,not_mentioned,positive,not_mentioned,not_mentioned,families,unknown,,unknown,none,unknown,unknown,unknown,False,False,False,False,False,False,unknown,night parade;fireworks;afternoon parade;downtown Disney,False,yes,not mentioned,unknown,unknown,medium,good,True
304550664,5,France,"Truly the happiest place on earth.  Very nice park, well maintained with friendly cast members.  My favorite ride is Splash Mountain.  I would love to come back.",Disneyland_California,2015,unknown,Europe,positive,0.95,positive,not_mentioned,not_mentioned,positive,not_mentioned,not_mentioned,positive,not_mentioned,unknown,unknown,,unknown,none,unknown,unknown,unknown,False,False,False,False,False,False,unknown,Splash Mountain,True,yes,,unknown,unknown,short,good,True
301761159,5,France,"We came with the kids and they really enjoyed the park, we never get tired to visit Disney, during Christmas they had to close the entrance of the park, it was full!",Disneyland_California,2014,december,Europe,positive,0.85,positive,not_mentioned,not_mentioned,not_mentioned,not_mentioned,negative,not_mentioned,not_mentioned,families,unknown,True,returning,none,unknown,winter,holiday,True,False,False,False,False,False,unknown,,True,yes,crowded entrance,entry,major,short,good,True
289396071,5,France,This park is special. Emotional feeling. Nostalgic stay. It is a place like no other.  Nice people and parks.,Disneyland_California,2014,unknown,Europe,positive,0.9,not_mentioned,not_mentioned,not_mentioned,positive,not_mentioned,not_mentioned,not_mentioned,not_mentioned,unknown,unknown,,unknown,none,unknown,unknown,unknown,False,False,False,False,False,False,unknown,,False,unknown,not_mentioned,unknown,unknown,short,good,True
272131215,4,France,"This is the first Disney park. It is still very attractive for children and many adults; although the ticket price is expensive , and there are long waiting lines for most of the attractions.",Disneyland_California,2014,unknown,Europe,neutral,0.7,neutral,not_mentioned,not_mentioned,not_mentioned,negative,negative,not_mentioned,not_mentioned,unknown,unknown,True,first_time,none,unknown,unknown,unknown,True,False,False,False,False,False,unknown,,False,unknown,expensive ticket price and long waiting lines,during_visit,moderate,medium,good,True
261810743,3,France,way too crowded to enjoy the park and rides. Remains a great place though if you like to walk around and enjoy the decorations,Disneyland_California,2015,unknown,Europe,neutral,0.7,negative,not_mentioned,not_mentioned,not_mentioned,not_mentioned,negative,not_mentioned,not_mentioned,unknown,unknown,,unknown,unknown,unknown,unknown,unknown,False,False,False,False,False,False,unknown,,False,conditional,too crowded to enjoy the park and rides,during_visit,major,short,fair,True
254487956,5,France,"I have been once to Disneyland 21 years ago and it was great to take my family to enjoy it. Still a magical place with lots to do   a good time of year to go as wait times were well reduced and using the Fastpasses to our advantage worked a treat. I am glad we came in 'winter' as otherwise it would have been too hot and there were little shaded areas for queuing.Favourite rides   Buzz Lightyear Ride, Space Mountain and Star Tours.Would be good for Disneyland team to put the rides that were not open on the white programme sheet   you only saw that list once as you were rushing into the park and then got disappointed when you headed toward a number of rides to find them closed.",Disneyland_California,2015,unknown,Europe,positive,0.85,positive,not_mentioned,not_mentioned,not_mentioned,not_mentioned,positive,not_mentioned,not_mentioned,families,unknown,True,returning,none,unknown,winter,unknown,True,True,False,False,False,False,unknown,Buzz Lightyear Ride;Space Mountain;Star Tours,True,yes,Rides that were not open were not listed clearly for guests,during_visit,moderate,medium,good,True
244064279,5,France,i love the cheese pizza and the fact that water hot and cold are free. in Universal i have to pay 3 dollars for hot water.,Disneyland_California,2014,unknown,Europe,positive,0.85,not_mentioned,positive,not_mentioned,not_mentioned,positive,not_mentioned,not_mentioned,not_mentioned,unknown,unknown,,unknown,unknown,unknown,unknown,unknown,False,False,False,True,False,False,unknown,,False,unknown,not_mentioned,unknown,unknown,short,good,True
216936422,4,France,"So this is to be expected at Disneyland. There was some things to look out for such as getting into the park that were about the roads, didnt understand that. Parking was great and the prices were very fair we were there for a day and it was worth every penny. There was a slight problem with the fastpass and from what we noticed you need to get there early get the fastpass to get the early times. we got there at 10.00 and alot of the fastpasses were for at least 6.30 or later talk about a long wait. All in all the best time to see Disneyland is again during the weekday such as mon thursday cause wow there was alot of poeple even for a sunday ",Disneyland_California,2014,unknown,Europe,positive,0.85,not_mentioned,not_mentioned,not_mentioned,not_mentioned,positive,negative,not_mentioned,not_mentioned,unknown,unknown,False,first_time,none,day_trip,unknown,weekend,True,True,False,False,False,True,full_day,,False,yes,long wait for fastpass times,during_visit,moderate,medium,good,True
199106576,4,France,"Oh, it's all TERRIBLY well done and everything. It should be: a day for a family of five costs about $450 before refreshments and souvenirs. Some of the rides are great: my particular faves (and I am 47, it should be pointed out) being the Indiana Jones thing, Splash Mountain & the Star Wars business.I think the experience was enhanced by not having to queue a great deal. This was because we were there on a day that was   apparently   not busy, though there didn't seem to be any shortage of crowds about. The longest we had to wait was 30 odd minutes and that was to take my youngest for a ride in a plastic elephant. The adverts show a child skipping down a deserted Main Street or some such hand in hand with Mickey Mouse: in reality the crowds are far too dense and passageways clogged with obese people on mobility scooters for anyone to skip anywhere at all and you have to wait for half an hour to get 15 seconds with an actress disguised rather unconvincingly as that lass from  Brave.  We demurred at this.If we'd had to wait two hours for things, this would not be a 4 5 review.My tips for surviving Disney without committing multiple infanticide:1. Do your homework. Decide which rides you really must not miss and plan your day accordingly. The Fastpass system can be your friend here (it's free, by the way), but note that for very popular rides at peak times you can wait an age for the pass machine and then still die of old age in the  fast  queue.2. The food in the park is both pricey and vile. Consider smuggling your own rations in. Bags are searched at the gate by ninjas disguised as little old ladies, but they don't actually pat you down, so secrete sandwiches about your person. Or eat an extra big breakfast and just skip lunch.3. Go on a  quiet  day. March just before Spring Break was good. People apparently spend more than one day visiting Disney. God knows how they manage it. I'd be driven to drink.Still, the children loved it, which was rather the point, and I think that if I am to have a once in a lifetime Disney experience (and believe me, it will be) I'd far rather it was at the original park than at one of the newer ones. There's a bit of history about the place which is quite nice.",Disneyland_California,2014,march,Europe,mixed,0.7,positive,negative,not_mentioned,not_mentioned,negative,positive,negative,not_mentioned,families,unknown,True,first_time,none,unknown,spring,weekday,True,True,True,True,False,False,unknown,Indiana Jones;Splash Mountain;Star Wars,False,conditional,high costs and poor food quality,during_visit,moderate,long,good,True
149869171,3,France,"We LOVED Autopia, Indiana Jones, Space Mountain, Splash Mountain and Pirates of the Caribbean.  We enjoyed the Haunted Mansion, Big Thunder Mountain and the Jungle Cruise. We could have done without Buzz Lightyear, Star Tours and Matterhorn bobsleds.  We queued 35mins for the Finding Nemo submarine voyage to be told there were technical difficulties and the ride would be closed until further notice. We were quite disappointed. I can't imagine how those at the front of the queue who waited an hour felt like.... The ride was closed for the rest of the day.We spent most of the day queueing. Granted we did go during the winter holiday, but waiting 60 to 80mins for 2mins rides was frustrating.  Some rides were also randomly closed for a few hours and then reopened.  As a result we didn't cover the totality of the park.  I would suggest doing the rides you really like during the parade. Queues are minimal at that time.  We found it hard to circulate in the park because of an excess amount of mobility scooters. Please note that I'm NOT talking about wheelchairs or pushchairs! Obviously we do not discriminate and don't think anyone should be excluded from having fun. I won't go into the details of what we heard, but I will say that the scooters should be for those with health issues and not for pure enjoyment.The one thing that really surprised us is how tiny the castle is. We live in Paris and have been to Euro disneyland many times and the castle is huge in comparison. How funny!  Buy your tickets online and arrive EARLY.  ",Disneyland_California,2012,unknown,Europe,negative,0.85,positive,not_mentioned,not_mentioned,not_mentioned,not_mentioned,negative,not_mentioned,negative,group,local,False,unknown,none,unknown,winter,holiday,True,False,False,False,False,False,full_day,Autopia;Indiana Jones;Space Mountain;Splash Mountain;Pirates of the Caribbean;Haunted Mansion;Big Thunder Mountain;Jungle Cruise,False,conditional,Long waiting times and ride closures,during_visit,major,long,good,True
